strategy,market,balance_i,pnl,balance,bars,close_market,profit,loss,coin,id,trade_index
S0OJPZLU,highhigh,296.22550969663945,211.28106889332665,470.27142196885393,4486,473,203,269,XRPUSDT,L6LE4YWR,223.54564486400673
E03DVU9A,highhigh,296.34619449019027,191.66724766803918,585.4360018348244,4065,397,175,219,XRPUSDT,QACQP5HS,236.80631979809726
LDO3CNZR,highhigh,296.8220132158677,210.6601868052905,700.8368120760547,4639,795,272,523,XRPUSDT,MVWXGI0Y,154.37014836465775
HBUGRQZH,highhigh,302.6167513479838,223.6420945630905,896.7392758049933,4400,756,271,483,XRPUSDT,4TSL6FG2,169.79117932775074
DDUEUTQ2,highhigh,304.4824631231586,210.50405725461735,162.56377369802942,5234,439,194,244,XRPUSDT,0MOAIF4V,242.08851576185563
C1FFLL1Y,highhigh,311.9373976254978,228.85289148136013,555.1053468067263,4364,750,266,482,XRPUSDT,LJMFIDH0,172.14802441573116
9K9EUY1T,highhigh,314.6506603466401,216.42976478628054,807.7801809800935,4688,772,270,502,XRPUSDT,L9BVL8MX,169.2344189115395
CT0FLNX7,highhigh,317.3267180945387,201.95474044530926,1147.7185262778019,3832,405,174,228,XRPUSDT,P4YHSJB9,242.17039012477954
IAI64P66,highhigh,317.7291865356478,218.1545742017171,1462.7187841205662,4400,756,272,482,XRPUSDT,UFZZAYKB,179.2994579620253
FGP415J6,highhigh,319.11270436037853,222.78864226976833,499.54560551368417,4761,507,222,284,XRPUSDT,M2P5VQ1Y,249.4472548169156
XIJNT4A8,highhigh,324.25559259277566,225.57824334464274,1986.600816013607,4626,968,342,624,XRPUSDT,OGYACP1H,177.7170074787328
HX8F2IIU,highhigh,327.91842803777206,222.679292156885,1207.3443953754759,4364,750,267,481,XRPUSDT,WE4WHY5Y,182.02540600017701
17ASMQM0,highhigh,329.79341025983166,208.9526893935373,1144.5068405780403,3753,397,168,226,XRPUSDT,CWO57MFE,245.1561633789899
Z4LSTBO2,highhigh,335.0586910624449,225.93430540005184,1090.451782046417,4014,206,77,129,XRPUSDT,YK3H1S2S,199.99627295975392
GW4T48YF,highhigh,335.0586910624449,225.93430540005184,1090.451782046417,4014,206,77,129,XRPUSDT,VCOR95WZ,199.99627295975392
46Z7PX8O,highhigh,342.5864808190322,226.88515107106377,3395.2166306237486,4343,919,323,594,XRPUSDT,51K55W3M,186.2886082568138
4KCC83LG,highhigh,352.6633643953964,262.72291762760676,346.28818191579876,5580,626,275,350,XRPUSDT,W5QI5Y0C,277.09264345352574
JRQURIFL,highhigh,367.5039420372709,200.74598135508083,490.09058442422395,3617,227,91,134,XRPUSDT,F4GEQF41,249.57357257754967
5FSUBV1Y,highhigh,387.49085506446073,239.3512635577497,2847.348959977167,4395,929,326,601,XRPUSDT,O2Z9NRXI,210.18638727290215
YFYRPV8S,highhigh,483.62516724432044,291.32333471771966,684.6528870385008,5876,626,286,339,XRPUSDT,PWEBDNMR,408.01415289638834
XVUE3N26,highhigh,484.7707476004127,262.5884529535512,896.8242770490563,4520,466,208,257,XRPUSDT,QJVKABSM,392.34364008126784
IL2CA20T,highhigh,499.71851085322453,264.2101935894467,1200.8148883772735,4586,473,212,260,XRPUSDT,MBP78L3Y,407.4627857726292
YTHP1UEV,highhigh,512.9150156473573,268.5984833628137,941.8912741610941,5203,524,241,280,XRPUSDT,T0EXIV1C,441.47328132504686
